scenario_id,policy,store_id,product_id,max_identity_error,no_negative_inventory,inventory_conservation_pass,procurement_cost_charged_once,waste_nonnegative
core_012,always_0pct,368,540,3.552713678800501e-15,True,True,True,True
core_012,always_10pct,368,540,1.7763568394002505e-15,True,True,True,True
core_012,always_20pct,368,540,1.7763568394002505e-15,True,True,True,True
core_012,always_40pct,368,540,8.881784197001252e-16,True,True,True,True
core_012,expiry_threshold_rule,368,540,3.552713678800501e-15,True,True,True,True
core_012,inventory_coverage_rule,368,540,3.552713678800501e-15,True,True,True,True
core_012,always_0pct,182,4,1.7763568394002505e-15,True,True,True,True
core_012,always_10pct,182,4,8.881784197001252e-16,True,True,True,True
core_012,always_20pct,182,4,1.7763568394002505e-15,True,True,True,True
core_012,always_40pct,182,4,3.552713678800501e-15,True,True,True,True
core_012,expiry_threshold_rule,182,4,3.552713678800501e-15,True,True,True,True
core_012,inventory_coverage_rule,182,4,3.552713678800501e-15,True,True,True,True
core_012,always_0pct,577,300,0.0,True,True,True,True
core_012,always_10pct,577,300,3.552713678800501e-15,True,True,True,True
core_012,always_20pct,577,300,3.552713678800501e-15,True,True,True,True
core_012,always_40pct,577,300,8.881784197001252e-16,True,True,True,True
core_012,expiry_threshold_rule,577,300,3.552713678800501e-15,True,True,True,True
core_012,inventory_coverage_rule,577,300,3.552713678800501e-15,True,True,True,True
core_013,always_0pct,737,267,1.7763568394002505e-15,True,True,True,True
core_013,always_10pct,737,267,1.7763568394002505e-15,True,True,True,True
core_013,always_20pct,737,267,1.7763568394002505e-15,True,True,True,True
core_013,always_40pct,737,267,8.881784197001252e-16,True,True,True,True
core_013,expiry_threshold_rule,737,267,1.7763568394002505e-15,True,True,True,True
core_013,inventory_coverage_rule,737,267,1.7763568394002505e-15,True,True,True,True
core_013,always_0pct,833,267,8.881784197001252e-16,True,True,True,True
core_013,always_10pct,833,267,8.881784197001252e-16,True,True,True,True
core_013,always_20pct,833,267,8.881784197001252e-16,True,True,True,True
core_013,always_40pct,833,267,8.881784197001252e-16,True,True,True,True
core_013,expiry_threshold_rule,833,267,8.881784197001252e-16,True,True,True,True
core_013,inventory_coverage_rule,833,267,8.881784197001252e-16,True,True,True,True
core_013,always_0pct,417,756,3.552713678800501e-15,True,True,True,True
core_013,always_10pct,417,756,2.6645352591003757e-15,True,True,True,True
core_013,always_20pct,417,756,3.552713678800501e-15,True,True,True,True
core_013,always_40pct,417,756,2.6645352591003757e-15,True,True,True,True
core_013,expiry_threshold_rule,417,756,2.6645352591003757e-15,True,True,True,True
core_013,inventory_coverage_rule,417,756,3.552713678800501e-15,True,True,True,True
core_013,always_0pct,368,540,4.440892098500626e-16,True,True,True,True
core_013,always_10pct,368,540,8.881784197001252e-16,True,True,True,True
core_013,always_20pct,368,540,8.881784197001252e-16,True,True,True,True
core_013,always_40pct,368,540,8.881784197001252e-16,True,True,True,True
core_013,expiry_threshold_rule,368,540,8.881784197001252e-16,True,True,True,True
core_013,inventory_coverage_rule,368,540,4.440892098500626e-16,True,True,True,True
core_013,always_0pct,182,4,8.881784197001252e-16,True,True,True,True
core_013,always_10pct,182,4,8.881784197001252e-16,True,True,True,True
core_013,always_20pct,182,4,8.881784197001252e-16,True,True,True,True
core_013,always_40pct,182,4,8.881784197001252e-16,True,True,True,True
core_013,expiry_threshold_rule,182,4,8.881784197001252e-16,True,True,True,True
core_013,inventory_coverage_rule,182,4,8.881784197001252e-16,True,True,True,True
core_013,always_0pct,577,300,2.220446049250313e-16,True,True,True,True
core_013,always_10pct,577,300,2.220446049250313e-16,True,True,True,True
core_013,always_20pct,577,300,2.220446049250313e-16,True,True,True,True
core_013,always_40pct,577,300,4.440892098500626e-16,True,True,True,True
core_013,expiry_threshold_rule,577,300,4.440892098500626e-16,True,True,True,True
core_013,inventory_coverage_rule,577,300,2.220446049250313e-16,True,True,True,True
core_014,always_0pct,737,267,7.105427357601002e-15,True,True,True,True
core_014,always_10pct,737,267,7.105427357601002e-15,True,True,True,True
core_014,always_20pct,737,267,8.881784197001252e-15,True,True,True,True
core_014,always_40pct,737,267,7.105427357601002e-15,True,True,True,True
core_014,expiry_threshold_rule,737,267,8.881784197001252e-15,True,True,True,True
core_014,inventory_coverage_rule,737,267,7.105427357601002e-15,True,True,True,True
core_014,always_0pct,833,267,1.7763568394002505e-15,True,True,True,True
core_014,always_10pct,833,267,1.7763568394002505e-15,True,True,True,True
core_014,always_20pct,833,267,1.7763568394002505e-15,True,True,True,True
core_014,always_40pct,833,267,1.7763568394002505e-15,True,True,True,True
core_014,expiry_threshold_rule,833,267,1.7763568394002505e-15,True,True,True,True
core_014,inventory_coverage_rule,833,267,1.7763568394002505e-15,True,True,True,True
core_014,always_0pct,417,756,7.105427357601002e-15,True,True,True,True
core_014,always_10pct,417,756,7.105427357601002e-15,True,True,True,True
core_014,always_20pct,417,756,3.552713678800501e-15,True,True,True,True
core_014,always_40pct,417,756,7.105427357601002e-15,True,True,True,True
core_014,expiry_threshold_rule,417,756,7.105427357601002e-15,True,True,True,True
core_014,inventory_coverage_rule,417,756,7.105427357601002e-15,True,True,True,True
core_014,always_0pct,368,540,1.7763568394002505e-15,True,True,True,True
core_014,always_10pct,368,540,1.7763568394002505e-15,True,True,True,True
core_014,always_20pct,368,540,1.7763568394002505e-15,True,True,True,True
core_014,always_40pct,368,540,1.7763568394002505e-15,True,True,True,True
core_014,expiry_threshold_rule,368,540,1.7763568394002505e-15,True,True,True,True
core_014,inventory_coverage_rule,368,540,1.7763568394002505e-15,True,True,True,True
core_014,always_0pct,182,4,3.552713678800501e-15,True,True,True,True
core_014,always_10pct,182,4,3.552713678800501e-15,True,True,True,True
core_014,always_20pct,182,4,4.440892098500626e-15,True,True,True,True
core_014,always_40pct,182,4,1.7763568394002505e-15,True,True,True,True
core_014,expiry_threshold_rule,182,4,3.552713678800501e-15,True,True,True,True
core_014,inventory_coverage_rule,182,4,3.552713678800501e-15,True,True,True,True
core_014,always_0pct,577,300,1.7763568394002505e-15,True,True,True,True
core_014,always_10pct,577,300,1.7763568394002505e-15,True,True,True,True
core_014,always_20pct,577,300,1.7763568394002505e-15,True,True,True,True
core_014,always_40pct,577,300,1.7763568394002505e-15,True,True,True,True
core_014,expiry_threshold_rule,577,300,3.552713678800501e-15,True,True,True,True
core_014,inventory_coverage_rule,577,300,1.7763568394002505e-15,True,True,True,True
core_015,always_0pct,737,267,7.105427357601002e-15,True,True,True,True
core_015,always_10pct,737,267,7.105427357601002e-15,True,True,True,True
core_015,always_20pct,737,267,1.4210854715202004e-14,True,True,True,True
core_015,always_40pct,737,267,1.4210854715202004e-14,True,True,True,True
core_015,expiry_threshold_rule,737,267,7.105427357601002e-15,True,True,True,True
core_015,inventory_coverage_rule,737,267,7.105427357601002e-15,True,True,True,True
core_015,always_0pct,833,267,3.552713678800501e-15,True,True,True,True
core_015,always_10pct,833,267,3.552713678800501e-15,True,True,True,True
core_015,always_20pct,833,267,3.552713678800501e-15,True,True,True,True
core_015,always_40pct,833,267,3.552713678800501e-15,True,True,True,True
core_015,expiry_threshold_rule,833,267,3.552713678800501e-15,True,True,True,True
core_015,inventory_coverage_rule,833,267,3.552713678800501e-15,True,True,True,True
core_015,always_0pct,417,756,7.105427357601002e-15,True,True,True,True
core_015,always_10pct,417,756,7.105427357601002e-15,True,True,True,True
core_015,always_20pct,417,756,7.105427357601002e-15,True,True,True,True
core_015,always_40pct,417,756,7.105427357601002e-15,True,True,True,True
core_015,expiry_threshold_rule,417,756,7.105427357601002e-15,True,True,True,True
core_015,inventory_coverage_rule,417,756,7.105427357601002e-15,True,True,True,True
core_015,always_0pct,368,540,3.552713678800501e-15,True,True,True,True
core_015,always_10pct,368,540,7.105427357601002e-15,True,True,True,True
core_015,always_20pct,368,540,1.7763568394002505e-15,True,True,True,True
core_015,always_40pct,368,540,3.552713678800501e-15,True,True,True,True
core_015,expiry_threshold_rule,368,540,7.105427357601002e-15,True,True,True,True
core_015,inventory_coverage_rule,368,540,1.7763568394002505e-15,True,True,True,True
core_015,always_0pct,182,4,5.329070518200751e-15,True,True,True,True
core_015,always_10pct,182,4,3.552713678800501e-15,True,True,True,True
core_015,always_20pct,182,4,3.552713678800501e-15,True,True,True,True
core_015,always_40pct,182,4,7.105427357601002e-15,True,True,True,True
core_015,expiry_threshold_rule,182,4,3.552713678800501e-15,True,True,True,True
core_015,inventory_coverage_rule,182,4,3.552713678800501e-15,True,True,True,True
core_015,always_0pct,577,300,3.552713678800501e-15,True,True,True,True
core_015,always_10pct,577,300,3.552713678800501e-15,True,True,True,True
core_015,always_20pct,577,300,3.552713678800501e-15,True,True,True,True
core_015,always_40pct,577,300,3.552713678800501e-15,True,True,True,True
core_015,expiry_threshold_rule,577,300,3.552713678800501e-15,True,True,True,True
core_015,inventory_coverage_rule,577,300,3.552713678800501e-15,True,True,True,True
core_016,always_0pct,737,267,1.7763568394002505e-15,True,True,True,True
core_016,always_10pct,737,267,1.7763568394002505e-15,True,True,True,True
core_016,always_20pct,737,267,1.7763568394002505e-15,True,True,True,True
core_016,always_40pct,737,267,1.7763568394002505e-15,True,True,True,True
core_016,expiry_threshold_rule,737,267,1.7763568394002505e-15,True,True,True,True
core_016,inventory_coverage_rule,737,267,1.7763568394002505e-15,True,True,True,True
core_016,always_0pct,833,267,8.881784197001252e-16,True,True,True,True
core_016,always_10pct,833,267,8.881784197001252e-16,True,True,True,True
core_016,always_20pct,833,267,1.7763568394002505e-15,True,True,True,True
core_016,always_40pct,833,267,8.881784197001252e-16,True,True,True,True
core_016,expiry_threshold_rule,833,267,8.881784197001252e-16,True,True,True,True
core_016,inventory_coverage_rule,833,267,8.881784197001252e-16,True,True,True,True
core_016,always_0pct,417,756,1.7763568394002505e-15,True,True,True,True
core_016,always_10pct,417,756,1.7763568394002505e-15,True,True,True,True
core_016,always_20pct,417,756,1.7763568394002505e-15,True,True,True,True
core_016,always_40pct,417,756,2.6645352591003757e-15,True,True,True,True
core_016,expiry_threshold_rule,417,756,1.7763568394002505e-15,True,True,True,True
core_016,inventory_coverage_rule,417,756,1.7763568394002505e-15,True,True,True,True
core_016,always_0pct,368,540,1.7763568394002505e-15,True,True,True,True
core_016,always_10pct,368,540,2.220446049250313e-15,True,True,True,True
core_016,always_20pct,368,540,1.7763568394002505e-15,True,True,True,True
core_016,always_40pct,368,540,1.3322676295501878e-15,True,True,True,True
core_016,expiry_threshold_rule,368,540,2.6645352591003757e-15,True,True,True,True
core_016,inventory_coverage_rule,368,540,1.7763568394002505e-15,True,True,True,True
core_016,always_0pct,182,4,4.440892098500626e-16,True,True,True,True
core_016,always_10pct,182,4,4.440892098500626e-16,True,True,True,True
core_016,always_20pct,182,4,4.440892098500626e-16,True,True,True,True
core_016,always_40pct,182,4,4.440892098500626e-16,True,True,True,True
core_016,expiry_threshold_rule,182,4,4.440892098500626e-16,True,True,True,True
core_016,inventory_coverage_rule,182,4,4.440892098500626e-16,True,True,True,True
core_016,always_0pct,577,300,0.0,True,True,True,True
core_016,always_10pct,577,300,0.0,True,True,True,True
core_016,always_20pct,577,300,0.0,True,True,True,True
core_016,always_40pct,577,300,0.0,True,True,True,True
core_016,expiry_threshold_rule,577,300,0.0,True,True,True,True
core_016,inventory_coverage_rule,577,300,0.0,True,True,True,True
core_017,always_0pct,737,267,7.105427357601002e-15,True,True,True,True
core_017,always_10pct,737,267,7.105427357601002e-15,True,True,True,True
core_017,always_20pct,737,267,7.105427357601002e-15,True,True,True,True
core_017,always_40pct,737,267,7.105427357601002e-15,True,True,True,True
core_017,expiry_threshold_rule,737,267,5.329070518200751e-15,True,True,True,True
core_017,inventory_coverage_rule,737,267,7.105427357601002e-15,True,True,True,True
core_017,always_0pct,833,267,1.7763568394002505e-15,True,True,True,True
core_017,always_10pct,833,267,1.7763568394002505e-15,True,True,True,True
core_017,always_20pct,833,267,1.7763568394002505e-15,True,True,True,True
core_017,always_40pct,833,267,1.7763568394002505e-15,True,True,True,True
core_017,expiry_threshold_rule,833,267,1.7763568394002505e-15,True,True,True,True
core_017,inventory_coverage_rule,833,267,1.7763568394002505e-15,True,True,True,True
core_017,always_0pct,417,756,3.552713678800501e-15,True,True,True,True
core_017,always_10pct,417,756,3.552713678800501e-15,True,True,True,True
core_017,always_20pct,417,756,0.0,True,True,True,True
core_017,always_40pct,417,756,3.552713678800501e-15,True,True,True,True
core_017,expiry_threshold_rule,417,756,3.552713678800501e-15,True,True,True,True
core_017,inventory_coverage_rule,417,756,3.552713678800501e-15,True,True,True,True
core_017,always_0pct,368,540,2.220446049250313e-15,True,True,True,True
core_017,always_10pct,368,540,2.220446049250313e-15,True,True,True,True
core_017,always_20pct,368,540,2.220446049250313e-15,True,True,True,True
core_017,always_40pct,368,540,2.220446049250313e-15,True,True,True,True
core_017,expiry_threshold_rule,368,540,2.220446049250313e-15,True,True,True,True
core_017,inventory_coverage_rule,368,540,2.220446049250313e-15,True,True,True,True
core_017,always_0pct,182,4,1.7763568394002505e-15,True,True,True,True
core_017,always_10pct,182,4,1.7763568394002505e-15,True,True,True,True
core_017,always_20pct,182,4,1.7763568394002505e-15,True,True,True,True
core_017,always_40pct,182,4,1.7763568394002505e-15,True,True,True,True
core_017,expiry_threshold_rule,182,4,6.661338147750939e-16,True,True,True,True
core_017,inventory_coverage_rule,182,4,1.7763568394002505e-15,True,True,True,True
core_017,always_0pct,577,300,0.0,True,True,True,True
core_017,always_10pct,577,300,1.7763568394002505e-15,True,True,True,True
core_017,always_20pct,577,300,1.7763568394002505e-15,True,True,True,True
core_017,always_40pct,577,300,0.0,True,True,True,True
core_017,expiry_threshold_rule,577,300,0.0,True,True,True,True
core_017,inventory_coverage_rule,577,300,1.7763568394002505e-15,True,True,True,True
core_018,always_0pct,737,267,7.105427357601002e-15,True,True,True,True
core_018,always_10pct,737,267,1.4210854715202004e-14,True,True,True,True
core_018,always_20pct,737,267,3.552713678800501e-15,True,True,True,True
core_018,always_40pct,737,267,1.4210854715202004e-14,True,True,True,True
core_018,expiry_threshold_rule,737,267,1.4210854715202004e-14,True,True,True,True
core_018,inventory_coverage_rule,737,267,1.4210854715202004e-14,True,True,True,True
core_018,always_0pct,833,267,3.552713678800501e-15,True,True,True,True
core_018,always_10pct,833,267,3.552713678800501e-15,True,True,True,True
core_018,always_20pct,833,267,3.552713678800501e-15,True,True,True,True
core_018,always_40pct,833,267,3.552713678800501e-15,True,True,True,True
core_018,expiry_threshold_rule,833,267,3.552713678800501e-15,True,True,True,True
core_018,inventory_coverage_rule,833,267,3.552713678800501e-15,True,True,True,True
core_018,always_0pct,417,756,7.105427357601002e-15,True,True,True,True
core_018,always_10pct,417,756,1.7763568394002505e-15,True,True,True,True
core_018,always_20pct,417,756,7.105427357601002e-15,True,True,True,True
core_018,always_40pct,417,756,1.7763568394002505e-15,True,True,True,True
core_018,expiry_threshold_rule,417,756,7.105427357601002e-15,True,True,True,True
core_018,inventory_coverage_rule,417,756,7.105427357601002e-15,True,True,True,True
core_018,always_0pct,368,540,5.329070518200751e-15,True,True,True,True
core_018,always_10pct,368,540,1.0658141036401503e-14,True,True,True,True
core_018,always_20pct,368,540,7.105427357601002e-15,True,True,True,True
core_018,always_40pct,368,540,5.329070518200751e-15,True,True,True,True
core_018,expiry_threshold_rule,368,540,8.881784197001252e-15,True,True,True,True
core_018,inventory_coverage_rule,368,540,1.0658141036401503e-14,True,True,True,True
core_018,always_0pct,182,4,8.881784197001252e-16,True,True,True,True
core_018,always_10pct,182,4,1.3322676295501878e-15,True,True,True,True
core_018,always_20pct,182,4,3.552713678800501e-15,True,True,True,True
core_018,always_40pct,182,4,1.7763568394002505e-15,True,True,True,True
core_018,expiry_threshold_rule,182,4,3.552713678800501e-15,True,True,True,True
core_018,inventory_coverage_rule,182,4,1.7763568394002505e-15,True,True,True,True
core_018,always_0pct,577,300,3.552713678800501e-15,True,True,True,True
core_018,always_10pct,577,300,1.7763568394002505e-15,True,True,True,True
core_018,always_20pct,577,300,3.552713678800501e-15,True,True,True,True
core_018,always_40pct,577,300,8.881784197001252e-16,True,True,True,True
core_018,expiry_threshold_rule,577,300,3.552713678800501e-15,True,True,True,True
core_018,inventory_coverage_rule,577,300,3.552713678800501e-15,True,True,True,True
